0,1,2,3,4
1.0,1.0,0.9886363636363635,1.0,1.0
1.0,0.9909090909090911,0.9909090909090911,1.0,1.0
1.0,0.9923076923076923,1.0,1.0,1.0
1.0,0.9931506849315067,1.0,1.0,0.9930555555555556
0.994736842105263,1.0,0.9944444444444445,1.0,0.993827160493827
0.9953271028037383,1.0,0.9951923076923076,1.0,1.0
0.9957983193277311,1.0,0.9956521739130436,1.0,1.0
1.0,1.0,0.9959677419354837,1.0,1.0
0.9966442953020133,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.9942196531791907,1.0,1.0,1.0
1.0,0.9945945945945945,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.998046875,1.0,1.0,1.0,1.0
0.9981481481481482,1.0,1.0,1.0,1.0
0.9982014388489208,1.0,1.0,1.0,1.0
0.9982578397212545,1.0,1.0,1.0,1.0
0.9983277591973243,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
