Training Data Percentage,Train Time,Test Time
0.1,0.002939903999958915,0.0015264220000972273
0.15000000000000002,0.0041525229999024305,0.0017542380001032143
0.20000000000000004,0.0031329369999184564,0.0014551809999829857
0.25000000000000006,0.004961036999702628,0.001703019000160566
0.30000000000000004,0.0035781609999503416,0.0013301429999046377
0.3500000000000001,0.007136018999972293,0.001254519999747572
0.40000000000000013,0.0033148959996651683,0.0010838590001185366
0.45000000000000007,0.005246810000244295,0.00123622000000978
0.5000000000000001,0.005242409999937081,0.0009754450002219528
0.5500000000000002,0.003886070000135078,0.0011211119999643415
0.6000000000000002,0.0039260319999812054,0.0009244370003216318
0.6500000000000001,0.004817249000097945,0.0009053799999492185
0.7000000000000002,0.004255601999830105,0.000991105000139214
0.7500000000000002,0.004172386999925948,0.0008246520001193858
0.8000000000000002,0.004812518000107957,0.000857745999837789
0.8500000000000002,0.005505270999947243,0.000964811999892845
0.9000000000000002,0.007617183000093064,0.0009727209999255138
0.9500000000000003,0.010536480999689957,0.0011680920001708728
