Training Data Percentage,Train Time,Test Time
0.1,0.0018171499999652951,0.001223014000004241
0.15000000000000002,0.001766257999975096,0.0012323860000265086
0.20000000000000004,0.001929969999991954,0.0012085870000078103
0.25000000000000006,0.0025969170000053055,0.001182163999999375
0.30000000000000004,0.0020722890000115513,0.0011154569999689556
0.3500000000000001,0.0022055140000247775,0.0010051069999690299
0.40000000000000013,0.0024126590000150827,0.0010738109999692824
0.45000000000000007,0.0026740619999827686,0.0010476730000164025
0.5000000000000001,0.0027370530000325743,0.0009558219999803441
0.5500000000000002,0.003344819999995252,0.0011791449999805081
0.6000000000000002,0.0027045900000075562,0.0008872679999853972
0.6500000000000001,0.003604510999991817,0.0008710060000112207
0.7000000000000002,0.003835756000000856,0.0008493710000152532
0.7500000000000002,0.0033816480000155025,0.0009551929999815911
0.8000000000000002,0.004054549999978008,0.0008903089999989788
0.8500000000000002,0.003318510999974933,0.0006628749999890715
0.9000000000000002,0.004285858999992342,0.0006033720000004905
0.9500000000000003,0.004214082000032704,0.0005865559999733705
