0,1,2,3,4
0.7916329200208222,0.808889729184673,0.8062560386473431,0.8070650239311337,0.7930033683613035
0.7282728141212086,0.7610294673601418,0.7887164867765619,0.751181151889976,0.7582372238931125
0.7516646039842542,0.7540841412399135,0.7666388541335418,0.7213937741321109,0.7351427919124494
0.7342077613313904,0.7530291747813801,0.7543224777998333,0.7226968722711757,0.7217467859291119
0.7225584516275272,0.7367491308561817,0.7443804336456155,0.7170801467799272,0.7074068443633662
0.7112319449349092,0.7258981121643787,0.7125934781223132,0.7073677309071479,0.6973772935685241
0.7163127201181928,0.7114211443100729,0.7139521258316573,0.7115051948052954,0.6981907604198625
0.7074134193618532,0.7067262389998163,0.706977280899611,0.7160994829889135,0.6932083575959077
0.7095138484541343,0.7141918965036054,0.7041532657021787,0.7142397985959705,0.6929232047755498
0.6933478149160301,0.70561659442751,0.7089252870074118,0.7098084151232756,0.6990692107486774
0.69637584613771,0.7060156512554613,0.7185096894005265,0.7010626871984565,0.6998231255276288
0.6986953872458075,0.7001212236368407,0.7051803605316707,0.7018574726708698,0.6929803791218997
0.6987947527332175,0.7028592889365789,0.7054498264274732,0.7012056347269885,0.6969890393802723
0.6953101889576767,0.6985049489705508,0.697940621072625,0.6913406059814426,0.6931472701670678
0.7002044794194661,0.6976955119363207,0.6987531128847009,0.6893719328213024,0.6900182045986661
0.689913185259903,0.6989014602080259,0.696317005998371,0.681702436949487,0.6857091409972791
0.6806181164044559,0.6892644460438578,0.691550859460406,0.6856108455243249,0.6911522069456177
0.6827814762057036,0.6909022165926476,0.7004153859727849,0.683950438961863,0.6879598753753253
