0,1,2,3,4
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9886363636363636,1.0
1.0,0.9913793103448275,1.0,0.9732142857142857,1.0
1.0,0.9928571428571429,1.0,0.984848484848485,1.0
1.0,1.0,0.9939024390243901,0.9810126582278482,1.0
1.0,1.0,0.9946808510638299,0.982142857142857,1.0
1.0,1.0,0.9859813084112149,0.9846938775510204,0.9902903469079939
1.0,1.0,0.9873949579831934,0.9862385321100918,1.0
1.0,1.0,0.9878787878787878,0.9920454545454546,0.99609375
0.9961538461538463,1.0,0.9926846137476059,0.9924242424242427,1.0
0.996551724137931,1.0,0.9932776900518837,0.993103448275862,1.0
0.993766506136399,0.9968944099378884,0.9906034014133724,0.9967948717948719,0.9968152866242038
0.9911871172908421,0.9941520467836257,0.9883579260863679,0.9970238095238095,1.0
0.9944751381215469,0.9945054945054945,0.9890245351393097,0.9945471294425295,1.0
0.9921465968586387,0.9948979591836734,0.9922805817837509,0.9922805817837509,1.0
0.9950980392156863,0.9951219512195122,0.9927181050656659,0.9950738916256158,1.0
0.9953488372093023,0.9954545454545454,0.9953917050691244,0.9953703703703703,1.0
