Training Data Percentage,Train Time,Test Time
0.1,0.1303843699997742,0.01884758000005604
0.15000000000000002,0.13440480999997817,0.018088202999933856
0.20000000000000004,0.14296327800002473,0.019419749999997293
0.25000000000000006,0.1440241129998867,0.017073858000003383
0.30000000000000004,0.14638105100038956,0.016778659999999945
0.3500000000000001,0.1763026900002842,0.01682290600001579
0.40000000000000013,0.15707982599997194,0.01701156900026035
0.45000000000000007,0.16024739200020122,0.015627737999693636
0.5000000000000001,0.1646596310001769,0.015246237000155816
0.5500000000000002,0.16726772699985304,0.01487707300020702
0.6000000000000002,0.18560197899978448,0.023799520000011398
0.6500000000000001,0.1918303479997121,0.015467852000256244
0.7000000000000002,0.19312537699988752,0.013454736999847228
0.7500000000000002,0.18359636300010607,0.01305383199996868
0.8000000000000002,0.18505735400003687,0.013083943000310683
0.8500000000000002,0.21050876699973742,0.013184514000386116
0.9000000000000002,0.193239304999679,0.01225057800002105
0.9500000000000003,0.19610461399997803,0.010044189999916853
