Training Data Percentage,Train Time,Test Time
0.1,0.0017153520002466394,0.016019581999898946
0.15000000000000002,0.0020832320001318294,0.01519028500024433
0.20000000000000004,0.0024097949999486445,0.02215466200004812
0.25000000000000006,0.0019610179997471278,0.020586696000009397
0.30000000000000004,0.0018909729997176328,0.02062810100005663
0.3500000000000001,0.001890670000193495,0.017776617999970767
0.40000000000000013,0.0023802609998710977,0.024781125000117754
0.45000000000000007,0.0020368999998936488,0.027532130000054167
0.5000000000000001,0.003575626000383636,0.028983471999708854
0.5500000000000002,0.0020205929999974614,0.023259699999925942
0.6000000000000002,0.002586871999938012,0.01823703399986698
0.6500000000000001,0.0022936220002520713,0.016225333999955183
0.7000000000000002,0.0026561730001049,0.01283967900008065
0.7500000000000002,0.002667706000011094,0.014948143000310665
0.8000000000000002,0.002812301000176376,0.011815844000011566
0.8500000000000002,0.002595838999695843,0.008791240000391554
0.9000000000000002,0.002426923000257375,0.0061464649998015375
0.9500000000000003,0.0023745630001030804,0.004009776000202692
