Training Data Percentage,Train Time,Test Time
0.1,0.001568767000000193,0.004967236999999791
0.15000000000000002,0.0014797990000001704,0.005298177000000237
0.20000000000000004,0.0015547159999997895,0.005453858000000089
0.25000000000000006,0.0013176870000002339,0.004847171999999844
0.30000000000000004,0.00152236299999986,0.004573453999999977
0.3500000000000001,0.0013513640000000215,0.004798313999999859
0.40000000000000013,0.0014329900000000784,0.005013760999999839
0.45000000000000007,0.0015354979999999685,0.004527925000000099
0.5000000000000001,0.00153699499999993,0.004522893999999944
0.5500000000000002,0.0015406520000000867,0.00434121300000001
0.6000000000000002,0.0016507919999999565,0.003597472000000046
0.6500000000000001,0.0015764790000001305,0.0032862369999997476
0.7000000000000002,0.0015226579999998435,0.002838174999999943
0.7500000000000002,0.0017413519999998073,0.003074938000000138
0.8000000000000002,0.0017027520000003626,0.002763850000000012
0.8500000000000002,0.0017152230000001545,0.0021289140000000373
0.9000000000000002,0.002473700999999995,0.002343017999999919
0.9500000000000003,0.0022779239999999312,0.0012843500000001562
