0,1,2,3,4
0.977777777777778,0.9893617021276596,0.9772727272727273,0.9891304347826089,0.9761904761904762
0.9861111111111109,0.9692307692307693,0.9701492537313433,0.971830985915493,0.9836065573770492
0.9894736842105262,0.9821428571428569,0.9777777777777777,0.9744897959183672,0.9691358024691359
0.9916666666666666,0.9818181818181819,0.9869565217391304,0.9791666666666665,0.975
0.9899328859060401,0.9849624060150376,0.985611510791367,0.9740990990990992,0.9721027479091995
0.9916666666666669,0.9877300613496932,0.9875776397515527,0.9850299401197604,0.9765100671140942
0.9852216748768474,0.989189189189189,0.9867724867724866,0.9838709677419353,0.9737346239161121
0.9912663755458514,0.9851168249226502,0.9830583501006037,0.9836448598130841,0.9769876700680272
0.9922178988326849,0.984391124871001,0.9824659779584617,0.9874476987447699,0.9798067632850241
0.9928057553956835,0.9857005826346454,0.9822411697411698,0.9883268482490273,0.981777777777778
0.991638795986622,0.9868727598566307,0.9822897761645492,0.9893992932862191,0.9856630824372759
0.9922360248447205,0.986417624521073,0.9836444983109414,0.9885245901639345,0.9849498327759196
0.9913544668587896,0.9843253968253968,0.9833274013435959,0.9876444710393049,0.9843617314585057
0.9891598915989158,0.9841062653562654,0.981677162616389,0.9857924657600357,0.9854650047938638
0.9885786802030456,0.9853217930894171,0.9826750707399312,0.9853505021715526,0.9849604110512129
0.988970588235294,0.9850141056987022,0.9826031315868713,0.9861345641487487,0.9846318211702827
0.9881931841096996,0.9858444331059671,0.9834427987400308,0.9869311708330541,0.9855583739403244
0.9865649701176017,0.9853925690672537,0.9843993947833216,0.9865649701176017,0.9853412170485341
