Training Data Percentage,Train Time,Test Time
0.1,0.006165122999998829,0.015241302999999817
0.15000000000000002,0.010496962999997805,0.018587587000002515
0.20000000000000004,0.015944384000000866,0.022823649999999418
0.25000000000000006,0.021332910000001704,0.026660524000000407
0.30000000000000004,0.042323167000002826,0.03354875799999846
0.3500000000000001,0.04312987100000143,0.03093288199999833
0.40000000000000013,0.05726414200000107,0.033896305999999043
0.45000000000000007,0.08204449700000183,0.038384992999997536
0.5000000000000001,0.10043672800000181,0.03779987100000071
0.5500000000000002,0.13765630099999981,0.04074731800000109
0.6000000000000002,0.14996531899999965,0.03819597800000096
0.6500000000000001,0.22344616000000173,0.03807790099999764
0.7000000000000002,0.234123898,0.03879812399999949
0.7500000000000002,0.25680573700000053,0.03377994300000253
0.8000000000000002,0.3861796059999989,0.0288384509999986
0.8500000000000002,0.38343597400000107,0.026272848000001403
0.9000000000000002,0.39987182599999826,0.017523729000000543
0.9500000000000003,0.4969534679999974,0.0102025860000019
