0,1,2,3,4
0.5444444444444445,0.49999999999999994,0.7023809523809522,0.5374999999999998,0.5476190476190474
0.9210526315789472,1.0,0.9193548387096774,0.6810344827586207,0.911764705882353
1.0,0.9226190476190477,0.8888888888888888,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9532374100719426,1.0,1.0
1.0,1.0,0.9968944099378881,1.0,1.0
1.0,1.0,0.9973544973544973,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
