0,1,2,3,4
0.890316205533597,0.9352226720647772,0.9285714285714285,0.885,0.9545454545454545
0.9358974358974356,0.9411764705882353,0.9403508771929825,0.9411255411255408,0.9704861111111112
0.9362887596899225,0.9342995169082127,0.9455882352941176,0.9233558994197293,0.9567214700193423
0.9385964912280702,0.9476600985221676,0.9570107858243452,0.9298029556650247,0.9915254237288136
0.9211087420042644,0.956503198294243,0.9496372172428511,0.9409944515578318,0.9852941176470588
0.9212173368799874,0.9560662914321449,0.9505941213258285,0.9496796374433505,0.9685107047976247
0.9369612068965517,0.9561256293454808,0.9515300023906288,0.9541847041847041,0.9506091734352604
0.9434659090909092,0.9421526789947842,0.9478429151326346,0.941609977324263,0.956636500754148
0.9344086021505376,0.9386011950360044,0.9398013750954927,0.9516437308868501,0.9486181096350589
0.940530303030303,0.9471472799646175,0.9458333333333332,0.9522727272727274,0.9489667338709676
0.9450928381962864,0.9553637615164673,0.9476484358374124,0.9627039627039629,0.9490108960118478
0.9460897002479154,0.962734318673396,0.9505301150462442,0.9626098715348208,0.9491597963688786
0.9470832686033867,0.962674689440994,0.9442999145763764,0.9682983682983685,0.9494523846512353
0.9562738928921818,0.9708616435114762,0.9572559902531473,0.9590097402597401,0.9528225260592934
0.9510188320560803,0.9617166617166617,0.9561723994534544,0.9561095922976346,0.9472831579573152
0.9538267252492831,0.9667315379760151,0.9485547460613871,0.9511454196365167,0.9424109964187908
0.9539590955999626,0.9659943714821766,0.956308630393996,0.9585385878489326,0.9460480615788978
0.9448805640324108,0.9611531986531987,0.9609347053005913,0.9539983164983165,0.9540853902320983
