mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ADA__base_estimator__class_weight,param_ADA__base_estimator__criterion,param_ADA__base_estimator__max_depth,param_ADA__learning_rate,param_ADA__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.013955497741699218,0.00036837852746707543,0.0019958972930908202,0.00018863442933457112,balanced,entropy,1,0.001,5,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.001, 'ADA__n_estimators': 5}",0.5710613052076466,0.5849556873947118,0.5903617553984303,0.5706358441099362,0.6008962500368222,0.5835779864614381,0.011589563792366695,1397
0.025710535049438477,0.000838828495816383,0.0024707794189453127,0.0001272332893865095,balanced,entropy,1,0.001,10,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.001, 'ADA__n_estimators': 10}",0.5710613052076466,0.5849556873947118,0.5903617553984303,0.5706358441099362,0.6008962500368222,0.5835779864614381,0.011589563792366695,1397
0.03742561340332031,0.004455390139377092,0.003230714797973633,0.00018509038547744015,balanced,entropy,1,0.001,15,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.001, 'ADA__n_estimators': 15}",0.5710613052076466,0.5849556873947118,0.5903617553984303,0.5706358441099362,0.6008962500368222,0.5835779864614381,0.011589563792366695,1397
0.0672597885131836,0.0004927757561406232,0.004837179183959961,0.00025647428484465017,balanced,entropy,1,0.001,30,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.001, 'ADA__n_estimators': 30}",0.5710613052076466,0.5849556873947118,0.5903617553984303,0.5706358441099362,0.6008962500368222,0.5835779864614381,0.011589563792366695,1397
0.11420235633850098,0.00303831388655434,0.0076520442962646484,0.000346474846988829,balanced,entropy,1,0.001,50,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.001, 'ADA__n_estimators': 50}",0.5710613052076466,0.7010473888522668,0.5903617553984303,0.6781232509500105,0.6008962500368222,0.628296127337842,0.051474796051636226,1395
0.22168502807617188,0.004000134190348154,0.01280055046081543,0.0004613038253440195,balanced,entropy,1,0.001,100,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.001, 'ADA__n_estimators': 100}",0.5710613052076466,0.7010473888522668,0.6624778813042872,0.6781232509500105,0.6008962500368222,0.6427193525190134,0.04886205429459306,1389
0.3414457321166992,0.01257856244775195,0.019768667221069337,0.0008587451901812135,balanced,entropy,1,0.001,150,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.001, 'ADA__n_estimators': 150}",0.5710613052076466,0.7010473888522668,0.6624778813042872,0.6781232509500105,0.6008962500368222,0.6427193525190134,0.04886205429459306,1389
0.012917041778564453,0.0005326469771145562,0.001706838607788086,2.8028129596110526e-05,balanced,entropy,1,0.011,5,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.011, 'ADA__n_estimators': 5}",0.5710613052076466,0.7010473888522668,0.5903617553984303,0.6781232509500105,0.6008962500368222,0.628296127337842,0.051474796051636226,1395
0.023926353454589842,0.0005955924899407783,0.0024880886077880858,0.00029800195236586927,balanced,entropy,1,0.011,10,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.011, 'ADA__n_estimators': 10}",0.5710613052076466,0.7010473888522668,0.6624778813042872,0.6781232509500105,0.6008962500368222,0.6427193525190134,0.04886205429459306,1389
0.034904193878173825,0.0004868522657095843,0.0030076026916503905,0.00022428807091954775,balanced,entropy,1,0.011,15,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.011, 'ADA__n_estimators': 15}",0.5710613052076466,0.7010473888522668,0.6624778813042872,0.6781232509500105,0.6008962500368222,0.6427193525190134,0.04886205429459306,1389
0.06946930885314942,0.002870496901272132,0.005274724960327148,0.0007263396307841699,balanced,entropy,1,0.011,30,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.011, 'ADA__n_estimators': 30}",0.6553687834175639,0.7010473888522668,0.6624778813042872,0.6781232509500105,0.7368397796565236,0.6867556360117808,0.02952917033827122,1332
0.11382055282592773,0.004080782184023003,0.00707540512084961,0.0004993056034201941,balanced,entropy,1,0.011,50,"{'ADA__base_estimator__class_weight': 'balanced', 'ADA__base_estimator__criterion': 'entropy', 'ADA__base_estimator__max_depth': 1, 'ADA__learning_rate': 0.011, 'ADA__n_estimators': 50}",0.6603383871676555,0.7010473888522668,0.6624778813042872,0.6781232509500105,0.7356172857689929,0.6875067270133058,0.02810192371040989,1327
