mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVMR__C,param_SVMR__cache_size,param_SVMR__class_weight,param_SVMR__gamma,param_SVMR__kernel,param_SVMR__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.023166942596435546,0.0006183995820225124,0.0038368701934814453,0.00018185677779083837,0.1,8000,balanced,1e-09,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 1e-09, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.023897075653076173,0.002511267407622482,0.0039276123046875,0.0003576459117152553,0.1,8000,balanced,5.179474679231202e-09,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 5.179474679231202e-09, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.022925281524658205,0.000394987984443888,0.003674745559692383,0.00016232177024706147,0.1,8000,balanced,2.682695795279727e-08,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 2.682695795279727e-08, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.022880697250366212,0.0005619663698904868,0.003915023803710937,0.00016918363806731163,0.1,8000,balanced,1.389495494373136e-07,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 1.389495494373136e-07, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.02268662452697754,0.0003227767607111163,0.003790283203125,7.098928306589124e-05,0.1,8000,balanced,7.196856730011529e-07,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 7.196856730011529e-07, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.023122835159301757,0.0006727250060983352,0.0038042545318603517,0.00013338426650879288,0.1,8000,balanced,3.727593720314938e-06,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 3.727593720314938e-06, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.022781229019165038,0.00032846184793636375,0.003673839569091797,6.513068455692506e-05,0.1,8000,balanced,1.9306977288832496e-05,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 1.9306977288832496e-05, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.02272200584411621,0.0002080978218713107,0.003738737106323242,0.00012132798925389577,0.1,8000,balanced,0.0001,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 0.0001, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.02328014373779297,0.0010606725060203648,0.004410648345947265,0.0011312397610160464,0.1,8000,balanced,0.0005179474679231213,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 0.0005179474679231213, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.023633623123168947,0.0014656522687668582,0.00375981330871582,0.00011466376145327777,0.1,8000,balanced,0.002682695795279727,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 0.002682695795279727, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.34998029944838466,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.3366756436978489,0.006668454754388598,64
0.022064018249511718,0.0002534362087657788,0.003702402114868164,7.507709821823282e-05,0.1,8000,balanced,0.01389495494373139,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 0.01389495494373139, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.4837470449172578,0.46282864102013055,0.5088115194498175,0.49304357104418334,0.5267239139713114,0.4949733132331019,0.02173468152645725,31
0.02167048454284668,0.0005058311319228138,0.0038031578063964845,0.00020007018905355927,0.1,8000,balanced,0.07196856730011529,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 0.07196856730011529, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.4839350956372235,0.45874525395802,0.5522243713733076,0.4835657555345246,0.5529908701219173,0.5062457667313877,0.03891210972857134,24
0.022649765014648438,0.0002630751267050241,0.0036898136138916017,0.00011449836242897889,0.1,8000,balanced,0.3727593720314938,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 0.3727593720314938, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.44169532201447104,0.4425997564295438,0.4979672612651337,0.4856928130045092,0.4642041975171185,0.4663988278144786,0.022612104541172556,38
0.02371678352355957,0.000641619021496013,0.003818798065185547,0.00021005861571518332,0.1,8000,balanced,1.9306977288832536,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 1.9306977288832536, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3491385486066338,0.3219070133963752,0.34535066981875506,0.3764822134387351,0.34025032938076416,0.34658020491280556,0.01759532412288552,63
0.022481918334960938,0.0002488928274405732,0.0038103103637695313,5.267585360793373e-05,0.1,8000,balanced,10.0,rbf,40000,"{'SVMR__C': 0.1, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 10.0, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.022387027740478516,0.0005515333645919824,0.0037739753723144533,0.00014199193773315735,0.2,8000,balanced,1e-09,rbf,40000,"{'SVMR__C': 0.2, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 1e-09, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.02351679801940918,0.0011146664231239509,0.0044036865234375,0.0011558210845280424,0.2,8000,balanced,5.179474679231202e-09,rbf,40000,"{'SVMR__C': 0.2, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 5.179474679231202e-09, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.025191402435302733,0.0010420769253905169,0.004228401184082031,0.00037360233642807356,0.2,8000,balanced,2.682695795279727e-08,rbf,40000,"{'SVMR__C': 0.2, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 2.682695795279727e-08, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.02249598503112793,0.00020469853337763168,0.00373382568359375,0.00017465598043998954,0.2,8000,balanced,1.389495494373136e-07,rbf,40000,"{'SVMR__C': 0.2, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 1.389495494373136e-07, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
0.02295346260070801,0.00020696251018040605,0.0038424015045166017,0.00011102909278360378,0.2,8000,balanced,7.196856730011529e-07,rbf,40000,"{'SVMR__C': 0.2, 'SVMR__cache_size': 8000, 'SVMR__class_weight': 'balanced', 'SVMR__gamma': 7.196856730011529e-07, 'SVMR__kernel': 'rbf', 'SVMR__max_iter': 40000}",0.3333333333333334,0.3333333333333334,0.3333333333333334,0.33333333333333326,0.3333333333333333,0.33333333333333337,7.014000894662208e-17,74
