mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVML__C,param_SVML__cache_size,param_SVML__class_weight,param_SVML__kernel,param_SVML__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1563631057739258,0.008023246669108457,0.016815185546875,0.0006233623249370659,0.1,8000,balanced,linear,40000,"{'SVML__C': 0.1, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.4887314143411705,0.48642774804144,0.4701888237546764,0.46746030577076036,0.48039348224612727,0.009518987394821819,8
0.1454071044921875,0.006815100237820458,0.0159426212310791,0.0006120914084523932,0.2,8000,balanced,linear,40000,"{'SVML__C': 0.2, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.48751190214604845,0.4867067556554109,0.4701888237546764,0.46746030577076036,0.48020505262041047,0.00935359311654009,9
0.15700116157531738,0.01375777361314396,0.016616010665893556,0.0009480871520994832,0.30000000000000004,8000,balanced,linear,40000,"{'SVML__C': 0.30000000000000004, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.48751190214604845,0.4867067556554109,0.4701888237546764,0.46746030577076036,0.48020505262041047,0.00935359311654009,9
0.14748644828796387,0.004322694997755274,0.015622568130493165,0.0005068154399712479,0.4,8000,balanced,linear,40000,"{'SVML__C': 0.4, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.48751190214604845,0.48998876627238486,0.4701888237546764,0.46746030577076036,0.4808614547438052,0.0098867903050428,5
0.15507664680480956,0.007475940386855561,0.016120386123657227,0.000541535804692494,0.5,8000,balanced,linear,40000,"{'SVML__C': 0.5, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.486010400644547,0.49121126015991545,0.4701888237546764,0.46746030577076036,0.4808052485036252,0.009947836845511373,7
0.15822038650512696,0.007297400802292381,0.015914440155029297,0.0006022188644453177,0.6,8000,balanced,linear,40000,"{'SVML__C': 0.6, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.48751190214604845,0.48998876627238486,0.4701888237546764,0.46746030577076036,0.4808614547438052,0.0098867903050428,5
0.16714897155761718,0.00781257310498761,0.01600308418273926,0.0010915241403452376,0.7000000000000001,8000,balanced,linear,40000,"{'SVML__C': 0.7000000000000001, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.486010400644547,0.49121126015991545,0.4732008719474475,0.46746030577076036,0.4814068462693512,0.009361407195410643,2
0.16256837844848632,0.005369571925613914,0.015153455734252929,0.0006268476398812694,0.8,8000,balanced,linear,40000,"{'SVML__C': 0.8, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.48751190214604845,0.48998876627238486,0.4732008719474475,0.46746030577076036,0.4814630525095312,0.00929287265662435,1
0.16141738891601562,0.005782406347759633,0.017246341705322264,0.00356829050751486,0.9,8000,balanced,linear,40000,"{'SVML__C': 0.9, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.486010400644547,0.49121126015991545,0.4732008719474475,0.46746030577076036,0.4814068462693512,0.009361407195410643,2
0.15577011108398436,0.006445745449915455,0.014561033248901368,0.00043057208821115653,1.0,8000,balanced,linear,40000,"{'SVML__C': 1.0, 'SVML__cache_size': 8000, 'SVML__class_weight': 'balanced', 'SVML__kernel': 'linear', 'SVML__max_iter': 40000}",0.4891049586171537,0.487229912839669,0.48998876627238486,0.4732008719474475,0.46746030577076036,0.481406578640356,0.009256728042643797,4
