0,1,2,3,4,5,6
0.7910541603202154,0.8859675480769231,0.8260310668440545,0.8621692274861289,0.8322318251143874,0.8421363207204591,0.7994859978730945
0.8840533636105593,0.8998554238812428,0.9092835947435354,0.8249542124542126,0.8817790564133499,0.868366129994037,0.8836533559898044
0.8368578510309114,0.8976923076923076,0.8396779790519245,0.8977982932013578,0.8880446411204045,0.8897420147420148,0.8846259712479161
0.8933710219456843,0.9050892650127522,0.9036667288673262,0.9048955328262961,0.8552502889659465,0.8835628531073447,0.8805802219106472
0.848766671127169,0.8637714867978026,0.8807623994787622,0.8933892489176912,0.8428915848641972,0.8821988821988821,0.8907650992482399
0.8607952141910375,0.9024815630351961,0.9023832534946914,0.8810436537693337,0.9013321428571428,0.8918404560422051,0.8934467495961906
0.8903960622710622,0.9020662374756313,0.894739833793754,0.8918319189162296,0.8849263594350625,0.8891368258020106,0.8994678442028986
0.884569919873156,0.9104054510326202,0.8878549303045947,0.8891833115155608,0.8833542907305038,0.8898489503328212,0.8959563994374122
0.8897562466630542,0.9031398495410746,0.8986589268261925,0.8935330063948227,0.8959937782161691,0.8711828711828711,0.8903020730425594
0.8928200248353308,0.9077709007424514,0.8981357407478839,0.8866574656135826,0.9007913936576446,0.8938672835731659,0.8882371122937162
0.8963045122625318,0.9047304232850256,0.8998202449651208,0.8924688653604316,0.9058303094608617,0.8895159525580988,0.8964668196595907
0.8872363155931754,0.8998502178649238,0.9001573210473086,0.8804592082277019,0.8931496630269834,0.8847211643972347,0.8833516123617556
0.8998234107523725,0.9082216372531189,0.8991399378627639,0.8907320851532261,0.8851711899323751,0.8793452274555366,0.8999769616389136
0.8970323369276376,0.906309656516089,0.903585517630043,0.8790186648750272,0.8955444887512802,0.8885050437254476,0.8966999328260589
0.8920408234963462,0.9086627886052762,0.9009480847159571,0.8836386131012182,0.8908630605836068,0.8937388177474164,0.9002402162646721
0.900271921182266,0.9043027430863542,0.9025466659933211,0.8885132414409492,0.8945098039215686,0.8887689930750632,0.8972650115464366
0.8961935700237599,0.888589770138745,0.8976828677942079,0.8961979136977711,0.8889329415739954,0.8594268369150089,0.9021217712177122
0.9041627588429617,0.9009212427745663,0.897907376530045,0.8907828919306681,0.8954028597984212,0.8852091755679837,0.9063224187351305
0.8923996029928231,0.8986497138252129,0.8934734401239844,0.8954477691092939,0.887252810710161,0.8937616577376701,0.8993305236198866
0.8809570316692354,0.9039715940679829,0.8989647130972265,0.8957436937617332,0.8936797014965584,0.8899649922788976,0.89567300173009
0.9029169563652322,0.8858052182494074,0.8999457424383162,0.8904190727847633,0.8837446422512585,0.8806260114720104,0.8928779585236202
0.8905101475838632,0.9015757959924481,0.8912102584566942,0.8932740862273266,0.8921385802635069,0.8877476785545083,0.8927719689475055
0.8993483219289673,0.8992790042204117,0.8972406227585334,0.8881902057480091,0.8965631383026273,0.8845250574166168,0.8981692379332685
0.8987685868719372,0.9059974503864259,0.8972911217964763,0.8951341133972658,0.8967382503080442,0.8866026745426203,0.8887596195319061
0.8953209173464677,0.9030805397814008,0.8916419096279181,0.8938622493461202,0.8887532329017945,0.8737961063620489,0.8901131226991007
0.9023140108621381,0.902444353212799,0.8959775313136203,0.8977038486627528,0.8902596626882852,0.8870008398352839,0.8955519782703669
0.8959026476655501,0.8896766440900152,0.8975312923618766,0.8943434798191058,0.8963664145203762,0.8910859303736374,0.8954065118744415
0.9055001340501196,0.9025523361650486,0.8923095639376172,0.8987044181295486,0.8880296934612655,0.8947759604232253,0.8941126097195462
0.8948422396003042,0.894195467411067,0.8959860186855162,0.8807374812275384,0.8946773774607347,0.8954676219445158,0.8990434999885661
0.8865355256165147,0.8921396925743179,0.8914703464652435,0.8930798758963894,0.8913285642519001,0.8887542779490059,0.8889408303367112
0.8916504996746983,0.8937252964791691,0.8911327079067568,0.9000466214925572,0.8900191044587598,0.8891730432177937,0.8896188959178967
0.8956602229215864,0.9009631530619017,0.8977341575860155,0.893164519559512,0.893182735499597,0.892421721731764,0.8907523151593174
0.8906735762648728,0.8938604765435456,0.8803201286056253,0.8859019976120974,0.893666168666911,0.8944364359631373,0.8974222952779439
0.8804279099870557,0.8987514952153111,0.8953661907242706,0.8926939600030014,0.8914880856822733,0.8982185303747965,0.8989147199807098
0.8944206551696179,0.8878381445224311,0.8945724698117995,0.8992566907876228,0.8976427481457824,0.8920007631535586,0.8865793024205179
0.8895912796458613,0.8988192977755558,0.8981014130306344,0.8990132071236158,0.8874254014277351,0.8984052304699193,0.8924975535744745
