Training Data Percentage,Train Time,Test Time
0.1,1.0569204290000016,0.05388978199994199
0.15000000000000002,1.00580369599993,0.04581207799992626
0.20000000000000004,1.115034807000029,0.032926188999908845
0.25000000000000006,1.4998028669999712,0.03250097999989521
0.30000000000000004,1.24722548800014,0.030819678999932876
0.3500000000000001,1.1715134589999252,0.03565455800003292
0.40000000000000013,2.0556087909999405,0.03191076400003112
0.45000000000000007,1.8378711950001616,0.02573205999988204
0.5000000000000001,1.6770596609999302,0.02200414300000375
0.5500000000000002,2.760186362000013,0.020805244999792194
0.6000000000000002,3.2172950560000118,0.02384706600014397
0.6500000000000001,2.7523807430000033,0.01754852999988543
0.7000000000000002,3.3866623849999087,0.016341935000127705
0.7500000000000002,4.572932112999979,0.016094274000124642
0.8000000000000002,3.976504619999787,0.011767278000206716
0.8500000000000002,3.7931331209999826,0.014900906999855579
0.9000000000000002,4.110735522000141,0.005260439999801747
0.9500000000000003,3.2886136730001,0.002441237999846635
