Training Data Percentage,Train Time,Test Time
0.1,0.1161370909999988,0.014722429000002535
0.15000000000000002,0.13119571299999677,0.01782107900000085
0.20000000000000004,0.30289059500000093,0.012015377000004435
0.25000000000000006,0.5070357140000041,0.010079245999996544
0.30000000000000004,0.3727063259999994,0.00986658200000079
0.3500000000000001,0.5267109500000018,0.03436712599999936
0.40000000000000013,0.6829564160000032,0.01014760499999312
0.45000000000000007,0.41893894599999726,0.00972590700000353
0.5000000000000001,0.5711247690000008,0.005381543000005706
0.5500000000000002,0.6648420869999967,0.005465742000005491
0.6000000000000002,0.6708193340000008,0.004549832999998671
0.6500000000000001,0.8555169420000013,0.004229395999999497
0.7000000000000002,0.825445602000002,0.0031100579999971956
0.7500000000000002,0.7762388250000001,0.0031269210000033354
0.8000000000000002,0.8762696219999953,0.0033862900000016793
0.8500000000000002,0.8598091200000013,0.002880027999999868
0.9000000000000002,0.7724432079999985,0.0017232610000021964
0.9500000000000003,0.870487524000005,0.0015283109999941757
