Training Data Percentage,Train Time,Test Time
0.1,0.03912588099956338,0.002750169000137248
0.15000000000000002,0.018202836999989813,0.0016978529997686564
0.20000000000000004,0.029968206999910763,0.0015129600001273502
0.25000000000000006,0.045228899999983696,0.0018065689996547007
0.30000000000000004,0.04693947299983847,0.00149462500030495
0.3500000000000001,0.07283551099999386,0.0012694799997916562
0.40000000000000013,0.048043732999758504,0.001310230000399315
0.45000000000000007,0.06033868099984829,0.001709843999833538
0.5000000000000001,0.044883635000132927,0.0014134259999991627
0.5500000000000002,0.09426929300025222,0.0012455109999791603
0.6000000000000002,0.06281018400022731,0.0014916370000719326
0.6500000000000001,0.10747199299976273,0.0012375040000733861
0.7000000000000002,0.12856260699982158,0.0011519489999045618
0.7500000000000002,0.08384531199999401,0.0015480250003747642
0.8000000000000002,0.08401241899991874,0.000981612000032328
0.8500000000000002,0.10018579500001579,0.000932518000354321
0.9000000000000002,0.10234745399975509,0.0009332140002697997
0.9500000000000003,0.13106038999967495,0.0009210580001308699
